Movie,URL,Year,Director,Cast,Genre,Movie_ID
Notorious,https://en.wikipedia.org/wiki/Notorious_(2009_film),2009,"George Tillman, Jr.","Jamal Woolard, Derek Luke, Angela Bassett, Anthony Mackie, Naturi Naughton","Bio-pic, Drama",2424
 Observe and Report,https://en.wikipedia.org/wiki/Observe_and_Report,2009,Jody Hill,"Seth Rogen, Anna Faris, Michael Peña, Ray Liotta",Black comedy,2425
Obsessed,https://en.wikipedia.org/wiki/Obsessed_(2009_film),2009,Steve Shill,"Idris Elba, Beyoncé Knowles, Ali Larter",Thriller,2426
Old Dogs,https://en.wikipedia.org/wiki/Old_Dogs_(film),2009,Walt Becker,"John Travolta, Robin Williams, Kelly Preston, Seth Green, Ella Bleu Travolta, Conner Rayburn, Matt Dillon, Rita Wilson, Dax Shepard, Bernie Mac, Luis Guzmán, Justin Long","Comedy, Family",2427
Opie Gets Laid,https://en.wikipedia.org/wiki/Opie_Gets_Laid,2009,James Ricardo,"April Wade, Ute Werner, Jesselynn Desmond, James Ricardo, Gina DeVettori",Comedy,2428
Orphan,https://en.wikipedia.org/wiki/Orphan_(2009_film),2009,Jaume Collet-Serra,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder, Jimmy Bennett",Horror,2429
 Pandorum,https://en.wikipedia.org/wiki/Pandorum,2009,Christian Alvart,"Dennis Quaid, Ben Foster","Horror, Science fiction",2430
Paper Heart,https://en.wikipedia.org/wiki/Paper_Heart,2009,Nicholas Jasenovec,"Charlyne Yi, Michael Cera",Mockumentary,2431
Paul Blart: Mall Cop,https://en.wikipedia.org/wiki/Paul_Blart:_Mall_Cop,2009,Steve Carr,"Kevin James, Jayma Mays, Keir O'Donnell, Bobby Cannavale, Stephen Rannazzisi, Shirley Knight",Comedy,2432
A Perfect Getaway,https://en.wikipedia.org/wiki/A_Perfect_Getaway,2009,David Twohy,"Timothy Olyphant, Milla Jovovich, Kiele Sanchez, Steve Zahn, Marley Shelton, Chris Hemsworth",Thriller,2433
Phoebe in Wonderland,https://en.wikipedia.org/wiki/Phoebe_in_Wonderland,2009,Daniel Barnz,"Felicity Huffman, Patricia Clarkson, Elle Fanning, Campbell Scott, Bill Pullman",Fantasy,2434
The Pink Panther 2,https://en.wikipedia.org/wiki/The_Pink_Panther_2,2009,Harald Zwart,"Steve Martin, Jean Reno, Alfred Molina, Emily Mortimer, Aishwarya Rai",Comedy,2435
Planet 51,https://en.wikipedia.org/wiki/Planet_51,2009,Jorge Blanco (fr),"Dwayne Johnson, Jessica Biel, Justin Long, Gary Oldman, Seann William Scott, John Cleese",Science fiction,2436
Post Grad,https://en.wikipedia.org/wiki/Post_Grad,2009,Vicky Jenson,"Alexis Bledel, Zach Gilford, Rodrigo Santoro, Jane Lynch, Carol Burnett, Michael Keaton",Romantic comedy,2437
Powder Blue,https://en.wikipedia.org/wiki/Powder_Blue_(film),2009,Timothy Linh Bui,"Jessica Biel, Ray Liotta, Eddie Redmayne, Forest Whitaker, Kris Kristofferson, Lisa Kudrow, Patrick Swayze",Drama,2438
Precious,https://en.wikipedia.org/wiki/Precious_(film),2009,Lee Daniels,"Mo'Nique, Paula Patton, Mariah Carey, Lenny Kravitz, Sherri Shepherd, Gabourey Sidibe",Drama,2439
The Princess and the Frog,https://en.wikipedia.org/wiki/The_Princess_and_the_Frog,2009,"Ron Clements, John Musker","Anika Noni Rose, Oprah Winfrey, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings, John Goodman","Animation, Family",2440
The Private Lives of Pippa Lee,https://en.wikipedia.org/wiki/The_Private_Lives_of_Pippa_Lee,2009,Rebecca Miller,"Robin Wright Penn, Alan Arkin, Maria Bello, Monica Bellucci, Blake Lively, Julianne Moore, Keanu Reeves, Winona Ryder",Drama,2441
The Proposal,https://en.wikipedia.org/wiki/The_Proposal_(film),2009,Anne Fletcher,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson, Betty White",Romantic comedy,2442
Public Enemies,https://en.wikipedia.org/wiki/Public_Enemies_(2009_film),2009,Michael Mann,"Johnny Depp, Christian Bale, Marion Cotillard, Channing Tatum, David Wenham, Stephen Graham, Giovanni Ribisi, Stephen Dorff, Billy Crudup","Crime drama, Biography",2443
Push,https://en.wikipedia.org/wiki/Push_(2009_film),2009,Paul McGuigan,"Chris Evans, Dakota Fanning, Camilla Belle, Djimon Hounsou",Science fiction,2444
 Quantum Quest: A Cassini Space Odyssey,https://en.wikipedia.org/wiki/Quantum_Quest:_A_Cassini_Space_Odyssey,2009,"Harry Kloor, Dan St. Pierre","Chris Pine, Amanda Peet, Samuel L. Jackson",Animation,2445
 Race to Witch Mountain,https://en.wikipedia.org/wiki/Race_to_Witch_Mountain,2009,Andy Fickman,"Dwayne Johnson, AnnaSophia Robb, Carla Gugino, Garry Marshall, Ciarán Hinds, Alexander Ludwig, Tom Everett Scott, Christopher Marquette","Family, Science fiction",2446
The Road,https://en.wikipedia.org/wiki/The_Road_(2009_film),2009,John Hillcoat,"Charlize Theron, Viggo Mortensen, Kodi Smit-McPhee, Robert Duvall","Drama, Science fiction",2447
 Saw VI,https://en.wikipedia.org/wiki/Saw_VI,2009,Kevin Greutert,"Tobin Bell, Costas Mandylor, Shawnee Smith, Tanedra Howard, Betsy Russell, Mark Rolston, Peter Outerbridge",Horror,2448
A Serious Man,https://en.wikipedia.org/wiki/A_Serious_Man,2009,Joel and Ethan Coen,"Michael Stuhlbarg, Richard Kind",Comedy,2449
Sherlock Holmes,https://en.wikipedia.org/wiki/Sherlock_Holmes_(2009_film),2009,Guy Ritchie,"Robert Downey, Jr., Jude Law, Rachel McAdams, Mark Strong",Adventure,2450
Shrink,https://en.wikipedia.org/wiki/Shrink_(film),2009,Jonas Pete,Kevin Spacey,Drama,2451
Shorts,https://en.wikipedia.org/wiki/Shorts_(2009_film),2009,Robert Rodriguez,"Jon Cryer, William H. Macy, Leslie Mann, James Spader, Jimmy Bennett, Kat Dennings","Comedy, Family",2452
A Single Man,https://en.wikipedia.org/wiki/A_Single_Man,2009,Tom Ford,"Colin Firth, Julianne Moore, Matthew Goode, Nicholas Hoult",Drama,2453
The Slammin' Salmon,https://en.wikipedia.org/wiki/The_Slammin%27_Salmon,2009,Kevin Heffernan,"Michael Clarke Duncan, Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske, April Bowlby, Sendhil Ramamurthy, Lance Henriksen, Olivia Munn, Vivica A. Fox, Morgan Fairchild",Comedy,2454
The Soloist,https://en.wikipedia.org/wiki/The_Soloist,2009,Joe Wright,"Jamie Foxx, Robert Downey, Jr.","Bio-pic, Drama",2455
Sorority Row,https://en.wikipedia.org/wiki/Sorority_Row,2009,Stewart Hendler,"Briana Evigan, Jamie Chung, Rumer Willis, Leah Pipes, Audrina Patridge, Matt O'Leary, Julian Morris, Margo Harshman, Matt Lanter, Carrie Fisher",Horror,2456
Spread,https://en.wikipedia.org/wiki/Spread_(film),2009,David Mackenzie,"Ashton Kutcher, Anne Heche, Margarita Levieva, Sebastian Stan, Rachel Blanchard, María Conchita Alonso",Comedy,2457
The Star of Bethlehem,https://en.wikipedia.org/wiki/The_Star_of_Bethlehem_(documentary),2009,Stephen Vidano,Frederick Larson's search for the Star of Bethlehem,Documentary,2458
Star Trek,https://en.wikipedia.org/wiki/Star_Trek_(film),2009,J. J. Abrams,"Chris Pine, Zachary Quinto, Karl Urban, Simon Pegg, Zoe Saldana, John Cho, Ben Cross, Anton Yelchin, Winona Ryder, Eric Bana, Leonard Nimoy","Action, Science fiction",2459
State of Play,https://en.wikipedia.org/wiki/State_of_Play_(film),2009,Kevin Macdonald,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren",Political thriller,2460
The Stepfather,https://en.wikipedia.org/wiki/The_Stepfather_(2009_film),2009,Nelson McCormick,"Penn Badgley, Dylan Walsh, Amber Heard, Sela Ward, Jon Tenney",Horror,2461
Street Fighter: The Legend of Chun-Li,https://en.wikipedia.org/wiki/Street_Fighter:_The_Legend_of_Chun-Li,2009,Andrzej Bartkowiak,"Kristin Kreuk, Chris Klein, Neal McDonough, Robin Shou, Moon Bloodgood, Josie Ho, Taboo, Michael Clarke Duncan","Action, Crime",2462
Surrogates,https://en.wikipedia.org/wiki/Surrogates_(film),2009,Jonathan Mostow,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe, James Cromwell, Ving Rhames","Action, Science fiction",2463
 The Taking of Pelham 123,https://en.wikipedia.org/wiki/The_Taking_of_Pelham_123_(2009_film),2009,Tony Scott,"Denzel Washington, John Travolta, John Turturro, James Gandolfini","Action, Crime",2464
Taking Woodstock,https://en.wikipedia.org/wiki/Taking_Woodstock,2009,Ang Lee,"Demetri Martin, Dan Fogler, Henry Goodman, Jonathan Groff, Eugene Levy, Jeffrey Dean Morgan, Imelda Staunton, Emile Hirsch, Liev Schreiber","Comedy, Musical",2465
Tekken,https://en.wikipedia.org/wiki/Tekken_(2010_film),2009,Dwight H. Little,"Jon Foo, Kelly Overton, Cary-Hiroyuki Tagawa",Fantasy,2466
Tennessee,https://en.wikipedia.org/wiki/Tennessee_(film),2009,Adam Woodley,"Ethan Peck, Adam Rothenberg, Mariah Carey, Lance Reddick, Bill Sage",Drama,2467
Terminator Salvation,https://en.wikipedia.org/wiki/Terminator_Salvation,2009,McG,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Bryce Dallas Howard, Common, Jadagrace Berry, Helena Bonham Carter, Jane Alexander",Science fiction,2468
Tetro,https://en.wikipedia.org/wiki/Tetro,2009,Francis Ford Coppola,Vincent Gallo,Drama,2469
The Time Traveler's Wife,https://en.wikipedia.org/wiki/The_Time_Traveler%27s_Wife_(film),2009,Robert Schwentke,"Eric Bana, Rachel McAdams",Romantic drama,2470
Transformers: Revenge of the Fallen,https://en.wikipedia.org/wiki/Transformers:_Revenge_of_the_Fallen,2009,Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson, John Turturro, Matthew Marsden",Science fiction,2471
Trick 'r Treat,https://en.wikipedia.org/wiki/Trick_%27r_Treat,2009,Michael Dougherty,"Rochelle Aytes, Dylan Baker, Leslie Bibb, Jean-Luc Bilodeau, Brian Cox, Alberto Ghisi, Brett Kelly, Quinn Lord, Britt McKillip, Anna Paquin, Tahmoh Penikett, Lauren Lee Smith",Horror,2472
True Adolescents,https://en.wikipedia.org/wiki/True_Adolescents,2009,Craig Johnson,"Mark Duplass, Bret Loehr, Melissa Leo",Comedy,2473
Tyson,https://en.wikipedia.org/wiki/Tyson_(2008_film),2009,James Toback,The life and career of Mike Tyson,Documentary,2474
 The Ugly Truth,https://en.wikipedia.org/wiki/The_Ugly_Truth,2009,Robert Luketic,"Katherine Heigl, Gerard Butler",Romantic comedy,2475
The Unborn,https://en.wikipedia.org/wiki/The_Unborn_(2009_film),2009,David S. Goyer,"Odette Yustman, Gary Oldman, Meagan Good, Cam Gigandet, James Remar, Jane Alexander, Idris Elba, Carla Gugino",Horror,2476
Underworld: Rise of the Lycans,https://en.wikipedia.org/wiki/Underworld:_Rise_of_the_Lycans,2009,Patrick Tatopoulos,"Rhona Mitra, Michael Sheen, Bill Nighy, Kevin Grevioux, Shane Brolly, Steven Mackintosh",Horror,2477
The Uninvited,https://en.wikipedia.org/wiki/The_Uninvited_(2009_film),2009,"Thomas Guard, Charles Guard","Emily Browning, Elizabeth Banks, Arielle Kebbel, David Strathairn","Drama, Horror",2478
Up,https://en.wikipedia.org/wiki/Up_(2009_film),2009,"Pete Docter, Bob Peterson","Edward Asner, Jordan Nagai, Paul Eiding, Christopher Plummer, Bob Peterson",Animated film,2479
Up in the Air,https://en.wikipedia.org/wiki/Up_in_the_Air_(2009_film),2009,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick, Danny McBride, Jason Bateman",Comedy-drama,2480
 Wah Do Dem,https://en.wikipedia.org/wiki/Wah_Do_Dem,2009,Ben Chace,"Carl Bradshaw, Sean Bones, Kevin Bewersdorf, Norah Jones,",Comedy,2481
Watchmen,https://en.wikipedia.org/wiki/Watchmen_(film),2009,Zack Snyder,"Jeffrey Dean Morgan, Matthew Goode, Patrick Wilson, Malin Åkerman, Billy Crudup, Jackie Earl Haley, Carla Gugino",Superhero,2482
We Live in Public,https://en.wikipedia.org/wiki/We_Live_in_Public,2009,Ondi Timoner,The career of Josh Harris,Documentary,2483
What Goes Up,https://en.wikipedia.org/wiki/What_Goes_Up,2009,Jonathan Glatzer,"Steve Coogan, Hilary Duff, Josh Peck, Olivia Thirlby, Molly Shannon",Comedy-drama,2484
Whatever Works,https://en.wikipedia.org/wiki/Whatever_Works,2009,Woody Allen,"Larry David, Evan Rachel Wood, Patricia Clarkson, Ed Begley, Jr., Conleth Hill, Michael McKean","Comedy, Romance",2485
Where the Wild Things Are,https://en.wikipedia.org/wiki/Where_the_Wild_Things_Are_(film),2009,Spike Jonze,"Max Records, Catherine Keener, Mark Ruffalo, Lauren Ambrose, Chris Cooper, James Gandolfini, Catherine O'Hara, Forest Whitaker, Paul Dano","Family, Fantasy",2486
Whiteout,https://en.wikipedia.org/wiki/Whiteout_(2009_film),2009,Dominic Sena,"Kate Beckinsale, Gabriel Macht, Alex O'Loughlin, Columbus Short, Tom Skerritt",Thriller,2487
Whip It,https://en.wikipedia.org/wiki/Whip_It_(film),2009,Drew Barrymore,"Ellen Page, Marcia Gay Harden, Kristen Wiig, Drew Barrymore, Juliette Lewis, Jimmy Fallon, Daniel Stern",Comedy-drama,2488
World's Greatest Dad,https://en.wikipedia.org/wiki/World%27s_Greatest_Dad,2009,Bobcat Goldthwait,"Robin Williams, Alexie Gilmore, Daryl Sabara, Henry Simmons",Black comedy,2489
 X Games 3D: The Movie,https://en.wikipedia.org/wiki/X_Games_3D:_The_Movie,2009,,"Bob Burnquist, Ricky Carmichael, Kyle Loza, Travis Pastrana, Danny Way, Shaun White, Emile Hirsch (narrator)","Documentary, Sports",2490
X-Men Origins: Wolverine,https://en.wikipedia.org/wiki/X-Men_Origins:_Wolverine,2009,Gavin Hood,"Hugh Jackman, Liev Schreiber, Danny Huston, will.i.am, Lynn Collins, Taylor Kitsch, Ryan Reynolds, Dominic Monaghan","Action adventure, Superhero",2491
 Year One,https://en.wikipedia.org/wiki/Year_One_(film),2009,Harold Ramis,"Jack Black, Michael Cera, Oliver Platt, Hank Azaria, David Cross, Olivia Wilde, June Raphael, Juno Temple, Christopher Mintz-Plasse","Adventure, Comedy",2492
The Young Victoria,https://en.wikipedia.org/wiki/The_Young_Victoria,2009,Jean-Marc Vallée,"Emily Blunt, Miranda Richardson, Jim Broadbent","Drama, Romance",2493
 Zombieland,https://en.wikipedia.org/wiki/Zombieland,2009,Ruben Fleischer,"Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin",Comedy horror,2494
127 Hours,https://en.wikipedia.org/wiki/127_Hours,2010,Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara, Clémence Poésy, Lizzy Caplan","Biography, Drama",2495
8: The Mormon Proposition,https://en.wikipedia.org/wiki/8:_The_Mormon_Proposition,2010,Reed Cowan,The Church of Jesus Christ of Latter-day Saints' involvement in the 2008 California Proposition 8. Narrated by Dustin Lance Black.,Documentary,2496
The A-Team,https://en.wikipedia.org/wiki/The_A-Team_(film),2010,Joe Carnahan,"Liam Neeson, Bradley Cooper, Quinton ""Rampage"" Jackson, Sharlto Copley, Jessica Biel, Patrick Wilson, Brian Bloom","Action, Adventure",2497
A Little Help,https://en.wikipedia.org/wiki/A_Little_Help,2010,Michael J. Weithorn,"Jenna Fischer, Chris O'Donnell, Rob Benedict, Arden Myrin, Daniel Yelsky",Comedy,2498
Adventures of Power,https://en.wikipedia.org/wiki/Adventures_of_Power,2010,Ari Gold,"Ari Gold, Michael McKean, Jane Lynch, Shoshannah Stern, Chiu Chi Ling, Adrian Grenier",Comedy,2499
Alice in Wonderland,https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film),2010,Tim Burton,"Johnny Depp, Anne Hathaway, Helena Bonham Carter, Mia Wasikowska, Alan Rickman, Crispin Glover, Stephen Fry, Michael Sheen, Christopher Lee","Family, Fantasy",2500
All Good Things,https://en.wikipedia.org/wiki/All_Good_Things_(film),2010,Andrew Jarecki,"Ryan Gosling, Kirsten Dunst, Frank Langella, Kristen Wiig, Philip Baker Hall",Mystery,2501
Alpha and Omega,https://en.wikipedia.org/wiki/Alpha_and_Omega_(film),2010,"Anthony Bell, Ben Gluck","Justin Long, Hayden Panettiere, Dennis Hopper, Danny Glover, Christina Ricci","Animated, Comedy, Drama, Family",2502
The American,https://en.wikipedia.org/wiki/The_American_(2010_film),2010,Anton Corbijn,"George Clooney, Violante Placido, Thekla Reuten, Paolo Bonacelli","Drama, Thriller",2503
 The Back-up Plan,https://en.wikipedia.org/wiki/The_Back-up_Plan,2010,Alan Poul,"Jennifer Lopez, Alex O'Loughlin, Eric Christian Olsen, Anthony Anderson, Linda Lavin",Romantic comedy,2504
Barry Munday,https://en.wikipedia.org/wiki/Barry_Munday,2010,Chris D'Arienzo,"Patrick Wilson, Judy Greer, Chloë Sevigny, Jean Smart, Cybill Shepherd, Shea Whigham, Missi Pyle, Christopher McDonald, Billy Dee Williams, Malcolm McDowell",Comedy,2505
BearCity,https://en.wikipedia.org/wiki/BearCity,2010,Doug Langway,"Gerald McCullouch, Joe Conti, Stephen Guarino, Ashlie Atkinson",LGBT-themed comedy-drama,2506
Big Money Rustlas,https://en.wikipedia.org/wiki/Big_Money_Rustlas,2010,Paul Andresen,"Insane Clown Posse (Violent J, Shaggy 2 Dope), Twiztid (Jamie Madrox, Monoxide), Jason Mewes, Mark Jury","Comedy, Western",2507
Black Swan,https://en.wikipedia.org/wiki/Black_Swan_(film),2010,Darren Aronofsky,"Natalie Portman, Vincent Cassel, Mila Kunis, Barbara Hershey, Winona Ryder",Psychological thriller,2508
Blue Valentine,https://en.wikipedia.org/wiki/Blue_Valentine_(film),2010,Derek Cianfrance,"Ryan Gosling, Michelle Williams",Romantic drama,2509
The Book of Eli,https://en.wikipedia.org/wiki/The_Book_of_Eli,2010,Albert and Allen Hughes,"Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, Jennifer Beals, Frances de la Tour, Michael Gambon","Action, Thriller",2510
Bouncing Cats,https://en.wikipedia.org/wiki/Bouncing_Cats,2010,Nabil Elderkin,"Crazy Legs, Abraham ""Abramz"" Tekya, Common, Mos Def, will.i.am, K'naan",Documentary,2511
The Bounty Hunter,https://en.wikipedia.org/wiki/The_Bounty_Hunter_(2010_film),2010,Andy Tennant,"Jennifer Aniston, Gerard Butler",Action comedy,2512
Brooklyn's Finest,https://en.wikipedia.org/wiki/Brooklyn%27s_Finest,2010,Antoine Fuqua,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes",Crime drama,2513
Buried,https://en.wikipedia.org/wiki/Buried_(film),2010,Rodrigo Cortés,Ryan Reynolds,Thriller,2514
Burlesque,https://en.wikipedia.org/wiki/Burlesque_(2010_musical_film),2010,Steve Antin,"Cher, Christina Aguilera, Stanley Tucci, Eric Dane, Kristen Bell, Cam Gigandet, Alan Cumming, Julianne Hough, Peter Gallagher",Musical,2515
Case 39,https://en.wikipedia.org/wiki/Case_39,2010,Christian Alvart,"Renée Zellweger, Jodelle Ferland, Ian McShane, Bradley Cooper","Horror, Mystery",2516
Casino Jack,https://en.wikipedia.org/wiki/Casino_Jack,2010,George Hickenlooper,"Kevin Spacey, Barry Pepper, Kelly Preston, Jon Lovitz, Rachelle Lefevre, Daniel Kash, Graham Greene, Maury Chaykin","Political drama, Thriller",2517
Casino Jack and the United States of Money,https://en.wikipedia.org/wiki/Casino_Jack_and_the_United_States_of_Money,2010,Alex Gibney,Washington D. C. lobbyist Jack Abramoff's corruption scandal.,Documentary,2518
Cats & Dogs: The Revenge of Kitty Galore,https://en.wikipedia.org/wiki/Cats_%26_Dogs:_The_Revenge_of_Kitty_Galore,2010,Brad Peyton,"Christina Applegate, Michael Clarke Duncan, Neil Patrick Harris, Sean Hayes, James Marsden, Bette Midler, Nick Nolte, Joe Pantoliano, Katt Williams, Chris O' Donnell, Jack McBrayer, Fred Armisen, Paul Rodriguez, Alec Baldwin, Roger Moore","Family, Live-action/animated film",2519
Charlie St. Cloud,https://en.wikipedia.org/wiki/Charlie_St._Cloud_(film),2010,Burr Steers,"Zac Efron, Amanda Crew, Donal Logue, Charlie Tahan, Ray Liotta, Kim Basinger, Chris Massoglia",Romantic fantasy,2520
The Chronicles of Narnia: The Voyage of the Dawn Treader,https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia:_The_Voyage_of_the_Dawn_Treader,2010,Michael Apted,"Georgie Henley, Skandar Keynes, Ben Barnes, Liam Neeson, Will Poulter, Simon Pegg","Family, Fantasy",2521
City Island,https://en.wikipedia.org/wiki/City_Island_(film),2010,Raymond De Felitta,"Andy García, Julianna Margulies, Steven Strait, Alan Arkin, Emily Mortimer",Comedy-drama,2522
Clash of the Titans,https://en.wikipedia.org/wiki/Clash_of_the_Titans_(2010_film),2010,Louis Leterrier,"Sam Worthington, Gemma Arterton, Mads Mikkelsen, Alexa Davalos, Jason Flemyng, Nicholas Hoult, Danny Huston, Izabella Miko, Pete Postlethwaite, Polly Walker, Ralph Fiennes, Liam Neeson","Action-adventure, Fantasy",2523
Client 9: The Rise and Fall of Eliot Spitzer,https://en.wikipedia.org/wiki/Client_9:_The_Rise_and_Fall_of_Eliot_Spitzer,2010,Alex Gibney,The life and career of former New York Governor Eliot Spitzer,Documentary,2524
The Company Men,https://en.wikipedia.org/wiki/The_Company_Men,2010,John Wells,"Ben Affleck, Chris Cooper, Kevin Costner, Tommy Lee Jones, Maria Bello, Rosemarie DeWitt, Craig T. Nelson",Drama,2525
Conviction,https://en.wikipedia.org/wiki/Conviction_(2010_film),2010,Tony Goldwyn,"Hilary Swank, Sam Rockwell, Minnie Driver, Melissa Leo, Peter Gallagher, Juliette Lewis","Biography, Drama",2526
Cop Out,https://en.wikipedia.org/wiki/Cop_Out_(2010_film),2010,Kevin Smith,"Bruce Willis, Tracy Morgan, Adam Brody, Kevin Pollak, Guillermo Diaz, Seann William Scott","Buddy cop, Comedy",2527
Countdown to Zero,https://en.wikipedia.org/wiki/Countdown_to_Zero,2010,Lucy Walker,The discussion on the escalating nuclear arms race. Narrated by Gary Oldman,Documentary,2528
